ID_ESCOLA,TIPO_ESCOLA,MEDIA_MT,MEDIA_LP,INSE_MEDIO,Cluster_MT,Cluster_LP,Cluster_3D
61412878,Pública,344.99608125,314.4189374,5.687083333333334,1,1,1
61412880,NA,347.2276401372549,319.3301037058824,6.297450980392157,1,1,1
61412884,Pública,314.93985806666666,315.2912292222222,5.935232558139535,1,1,1
61412890,Pública,295.1043363076923,314.5576786923077,4.996923076923077,1,1,1
61412891,Pública,264.4461871818182,258.05884472727274,4.27590909090909,2,3,3
61412892,Pública,362.3537687058824,340.3745167647059,5.6438235294117645,1,1,1
61412893,Pública,264.26902874074074,252.7660171851852,5.1076,1,1,1
61412895,Pública,342.88098436363634,330.3697856969697,5.4116949152542375,1,1,1
61412905,Pública,270.1780390243903,272.62167702439024,5.032162162162162,1,1,1
61412925,Pública,249.06083494444445,238.85075594444444,3.8347058823529414,2,3,3
61412927,Pública,249.6406629090909,253.43962936363636,4.304,2,3,3
61415618,Pública,284.4864230980392,286.5168328627451,5.1744,1,1,1
61415627,Pública,3950.565984809524,280.4637112857143,5.124150943396226,3,1,4
61415634,Pública,260.8713738,284.34590126666666,5.21,1,1,1
61415637,Pública,346.0735843090909,344.75979303636365,5.429090909090909,1,1,1
61416085,Pública,263.6592524615385,274.67975292307693,4.751176470588235,1,1,1
61416086,Pública,1571.934233843621,285.7473109012346,5.651004566210045,3,1,4
61416087,Pública,235.22339368421052,227.03391337894735,5.255934065934066,1,1,1
61416088,Pública,251.6403237721519,253.95385167088608,5.127236842105263,1,1,1
61416089,Pública,335.99864755319146,332.3566891382979,5.780666666666667,1,1,1
61416090,Pública,275.28494539252335,284.10123211214955,5.321052631578947,1,1,1
61416092,Pública,260.4522466,274.1674612,5.211,1,1,1
61416093,Pública,254.8882685178571,260.68422523214286,4.584705882352941,2,1,1
61416094,Pública,250.1183086,249.6866209,3.803,2,3,3
61416095,Pública,250.4476468139535,253.0890474883721,4.541111111111111,2,3,1
61416097,Pública,246.9896533469388,257.86973391836733,4.904871794871795,1,1,1
61416099,Pública,268.4829776142857,276.0103815642857,5.194263565891473,1,1,1
61416102,Pública,272.7902869813665,2531.8111832298137,5.367290322580645,1,2,1
61416104,Pública,283.4714123125,275.6305096875,4.7759375,1,1,1
61416106,Pública,266.79353689285716,260.37933285714286,4.553928571428571,2,3,1
61416109,Pública,248.4698537,245.822704325,3.681891891891892,2,3,3
61416112,Pública,265.05289105208334,278.49905171875,5.280106382978723,1,1,1
61416116,Pública,267.68612562790696,272.0320635930233,4.480493827160494,2,3,3
61416117,Pública,276.98438003846155,273.9265216923077,5.003921568627451,1,1,1
61416124,Pública,4574.911937382716,301.30040160493826,4.914415584415584,3,1,4
61416126,Pública,277.48534416666666,280.35123025,4.870833333333334,1,1,1
61416130,Pública,240.86969007407407,243.0262769074074,4.8653191489361705,1,1,1
61416132,Pública,282.34823318181816,284.1483290909091,4.372727272727273,2,3,3
61416137,Pública,282.37308777777776,270.3398878888889,4.184117647058824,2,3,3
61416138,Pública,264.4399482105263,268.9607375526316,4.70578947368421,1,1,1
61416139,Pública,247.00294628431377,254.21253602941175,4.5694791666666665,2,3,1
61416140,Pública,250.4527080384615,241.64244153846153,4.314230769230769,2,3,3
61416142,Pública,264.38506625714285,254.03627245714287,4.848181818181819,1,1,1
61416146,Pública,260.1776952790698,260.60596788372095,5.097951807228916,1,1,1
61416147,Pública,319.26722380555555,310.27502893055555,5.499130434782609,1,1,1
61416150,Pública,275.4402132380952,289.85321023809524,4.758461538461538,1,1,1
61416151,Pública,248.95637576923076,223.99333146153847,4.864,1,1,1
61416157,Pública,282.36925962857146,284.334178,4.585757575757576,2,1,1
61416158,Pública,250.39778307692308,238.90230746153847,3.9066666666666663,2,3,3
61416159,Pública,250.94280924489797,253.85422836734693,4.527555555555556,2,3,1
61416163,Pública,285.1959554117647,271.92736064705883,4.514375,2,3,1
61416166,Pública,252.84995028571427,247.3879570952381,3.7575,2,3,3
61416170,Pública,268.4334936428572,272.9481514285714,4.517272727272728,2,3,1
61416172,Pública,260.2929048461538,254.27288946153843,4.469166666666666,2,3,3
61416176,Pública,261.0288155319149,273.7817135460993,5.428333333333334,1,1,1
61416177,Pública,3706.962992208791,302.89783982417583,5.679080459770115,3,1,4
61416178,Pública,258.66985010344825,265.73424096551724,4.545,2,3,1
61416180,Pública,290.619186170068,306.4154271496599,5.740970149253731,1,1,1
61416181,Pública,259.219790872449,261.06531429081633,4.956791443850268,1,1,1
61416186,Pública,280.62150088372096,292.12732025581397,5.10575,1,1,1
61416190,Pública,273.8644251015625,269.964011375,5.151130434782608,1,1,1
61416193,Pública,278.950877875,296.1893545357143,4.912115384615385,1,1,1
61416196,Pública,297.2525793814433,306.8732627628866,5.76021052631579,1,1,1
61416198,Pública,264.3541216904762,258.82330473809526,4.702926829268293,1,1,1
61416199,Pública,247.4444692222222,249.54235455555556,3.9247058823529417,2,3,3
61416200,Pública,275.7729606111111,288.8595610952381,5.14188524590164,1,1,1
61416203,Pública,307.46207175,281.4793495833333,5.213333333333333,1,1,1
61416204,Pública,285.160542,284.91105263541664,5.194021739130434,1,1,1
61416206,Pública,271.55231378899083,283.8705428623853,5.2454285714285716,1,1,1
61416211,Pública,290.2226835454546,287.13734822727275,5.284210526315789,1,1,1
61416213,Pública,266.744276,274.6096295652174,5.011818181818182,1,1,1
61416216,Pública,268.4741731875,252.006554875,4.577333333333334,2,1,1
61416218,Pública,274.256604875,284.1635213125,4.730769230769231,1,1,1
61416226,Pública,288.7250938979592,300.86092159183676,5.132105263157895,1,1,1
61416581,Pública,273.8002446153846,291.76325469230767,5.385714285714286,1,1,1
61416583,Pública,265.2853250952381,275.4277476984127,5.482931034482759,1,1,1
61416584,Pública,263.89501058241757,270.9924174285714,5.496067415730337,1,1,1
61416585,Pública,257.66314589285713,258.3523186785714,4.945949367088607,1,1,1
61416586,Pública,245.437694375,245.10967755681816,5.061411764705882,1,1,1
61416588,Pública,244.80220528947368,241.55056586842105,5.3912903225806454,1,1,1
61416592,Pública,272.3600332195122,288.0665946341463,5.1658536585365855,1,1,1
61416593,Pública,247.58768033333337,244.08045845614035,4.89530612244898,1,1,1
61416594,Pública,275.72968115315314,3196.7632311801804,5.230754716981132,1,2,1
61416598,Pública,288.225044375,277.527901,4.416666666666667,2,3,3
61416604,Pública,312.5427749038461,298.48617023076923,5.490588235294117,1,1,1
61416606,Pública,268.50616747826086,6299.14949523913,5.112045454545455,1,2,1
61416608,Pública,2549.9060176722687,265.50936817647056,4.311739130434782,3,3,4
61416612,Pública,283.30354927118645,281.0410383220339,4.843684210526316,1,1,1
61416615,Pública,269.12358215,263.359454675,4.982564102564103,1,1,1
61416616,Pública,265.92085808,269.3842092,4.8264,1,1,1
61416619,Pública,3894.3168133085105,278.4287871276596,4.520449438202247,3,3,4
61416620,Pública,332.34695624324326,313.09554194594597,5.744722222222222,1,1,1
61416621,Pública,268.54967646153847,267.67007815384613,5.108333333333333,1,1,1
61416625,Pública,262.7239891052632,275.1709759736842,5.059714285714286,1,1,1
61416626,Pública,275.85928805,271.3769191,3.9483333333333337,2,3,3
61416628,Pública,298.3437423478261,299.9620144347826,4.885217391304348,1,1,1
61416634,Pública,274.11859737931036,276.640448862069,4.78962962962963,1,1,1
61416635,Pública,245.56007556410256,265.63890874358975,4.883589743589743,1,1,1
61416641,Pública,248.50449683333332,258.3755301666667,4.749090909090909,1,1,1
61416642,Pública,284.1194958185654,286.22638015189875,5.4878538812785385,1,1,1
61416643,Pública,267.8914074842105,270.2114911052632,4.964395604395604,1,1,1
61416646,Pública,249.1366057912088,249.28523828571429,4.566117647058824,2,3,1
61416647,Pública,270.1425245641026,288.05340042307694,4.994230769230769,1,1,1
61416652,Pública,265.41509008571427,258.10969957142856,3.954705882352941,2,3,3
61416659,Pública,255.3136697875,260.11445223124997,4.823103448275862,1,1,1
61416662,Pública,254.44366376041663,264.421801125,5.3765882352941174,1,1,1
61416663,Pública,2354.1807941515153,297.1348231742424,4.9692,3,1,4
61416665,Pública,298.4781491818182,295.38734018181816,3.9845454545454544,2,3,3
61416666,Pública,271.9616946111111,301.81978855555553,4.783333333333333,1,1,1
61416671,Pública,252.7037633888889,250.88690505555556,4.595714285714286,2,1,1
61416673,Pública,267.7997145,261.83500702,4.816458333333333,1,1,1
61416674,Pública,297.75165974903473,300.83245046718145,5.461209677419355,1,1,1
61416675,Pública,270.6875940485437,277.9239398737864,5.049702970297029,1,1,1
61416679,Pública,7593.735936736842,262.4166057368421,5.1153125,3,1,4
61416680,Pública,255.37834972340423,262.59763078723404,4.823043478260869,1,1,1
61416694,Pública,262.15041066292133,272.0870011011236,5.258295454545454,1,1,1
61416705,Pública,235.14782792452831,3849.6540561320753,5.0702,1,2,1
61416721,Pública,300.5929247777778,277.3645916666667,4.582222222222223,2,1,1
61416724,Pública,282.62323585714284,284.3062724,5.136857142857143,1,1,1
61416725,Pública,258.7636144477612,262.5129262835821,4.927313432835821,1,1,1
61416726,Pública,262.37157823809525,257.8172067142857,4.166,2,3,3
61416736,Pública,278.86301058064515,276.92366279032257,5.146166666666667,1,1,1
61416739,Pública,275.80954165384617,295.99416496153844,5.184,1,1,1
61416741,Pública,259.6603832222222,262.02176944444443,3.96125,2,3,3
61416760,Pública,314.1462597142857,317.9700049642857,5.8896296296296295,1,1,1
61417060,Pública,281.93877747297296,281.3386726891892,5.1844117647058825,1,1,1
61417064,Pública,286.29964302941175,289.7478290294118,4.927777777777778,1,1,1
61417065,Pública,264.67104044444443,278.0417043888889,5.0649999999999995,1,1,1
61417069,Pública,260.30474976923074,271.2512461923077,4.913181818181818,1,1,1
61417071,Pública,350.16750457575756,341.0538528787879,5.53765625,1,1,1
61417073,Pública,252.40376441666663,282.03606808333336,4.7055,1,1,1
61417074,Pública,267.2870790153846,284.26556106153845,5.388,1,1,1
61417075,Pública,258.36838638194445,274.31855188888886,4.924191176470588,1,1,1
61417076,Pública,269.7193122051282,275.0435873076923,5.323142857142857,1,1,1
61417077,Pública,284.1421471870968,851.1706476623656,5.412317708333333,1,1,1
61417078,Pública,236.32142434246575,246.66245116438355,5.042602739726028,1,1,1
61417082,Pública,246.13085135869565,247.346506,5.231860465116279,1,1,1
61417085,Pública,243.59080088888888,241.06138951851852,4.414,2,3,3
61417087,Pública,251.1590016965517,255.7916917862069,5.025925925925926,1,1,1
61417088,Pública,253.2273543387097,265.2687011129032,4.711228070175438,1,1,1
61417090,Pública,278.5806690729927,274.3076202773723,4.747610619469026,1,1,1
61417092,Pública,256.59125936,265.46803096,4.9524,1,1,1
61417093,Pública,285.2456863333333,275.3839934074074,4.282962962962963,2,3,3
61417096,Pública,229.1707209259259,225.1541318148148,4.2705,2,3,3
61417097,Pública,6857.245964152174,272.0408609130435,4.543695652173913,3,3,4
61417098,Pública,265.2072668125,270.0791989375,4.128571428571428,2,3,3
61417103,Pública,261.14769053333333,285.30683976666666,4.774347826086957,1,1,1
61417104,Pública,293.8310037151515,2500.692593569697,5.368807947019867,1,2,1
61417109,Pública,265.2329105,269.1977382777778,4.528888888888889,2,3,1
61417116,Pública,234.7017715,252.483171,5.247619047619048,1,1,1
61417120,Pública,280.08867836666667,292.2960480333333,4.958275862068965,1,1,1
61417121,Pública,257.99084066666666,247.85253716666668,3.6654545454545455,2,3,3
61417122,Pública,259.12127701538463,3484.0187858153845,4.346065573770492,2,2,1
61417128,Pública,259.29487580952383,253.1538474761905,4.978,1,1,1
61417132,Pública,274.60139943820224,279.10701780898876,5.156629213483146,1,1,1
61417137,Pública,264.25304666,261.293003,4.851304347826087,1,1,1
61417139,Pública,256.09301353846155,263.07491446153847,4.656666666666666,1,1,1
61417141,Pública,274.7630847692308,302.37459515384614,4.803076923076923,1,1,1
61417142,Pública,243.72088420689656,253.22741855172413,4.216785714285714,2,3,3
61417148,Pública,297.4733866,295.5642513066667,4.869066666666667,1,1,1
61417149,Pública,273.6844387011494,257.8666838965517,4.91,1,1,1
61417151,Pública,264.24618428571426,257.67458707142856,4.186428571428571,2,3,3
61417155,Pública,286.55033444444445,277.2314186111111,4.61,2,1,1
61417157,Pública,270.3757841428571,264.7507884285714,5.0384,1,1,1
61417163,Pública,273.60644446774194,281.89580503225807,5.030819672131147,1,1,1
61417164,Pública,259.7515785333333,259.6531320222222,5.005777777777777,1,1,1
61417171,Pública,268.1232254375,268.6134986875,4.184,2,3,3
61417174,Pública,259.3611427,252.7165795,4.959310344827586,1,1,1
61417181,Pública,270.00785966666666,276.8941772716049,5.273291139240507,1,1,1
61417188,NA,324.72460453846156,310.1775380769231,6.18,1,1,1
61417189,Pública,280.122428,279.65661325,4.06625,2,3,3
61417197,Pública,239.5430291333333,252.1854078,3.88,2,3,3
61417200,Pública,274.71667106666666,265.41447766666664,4.280769230769231,2,3,3
61417201,NA,366.0740363333333,344.4981680833333,6.171818181818182,1,1,1
61417202,Pública,270.7457328181818,268.8805458181818,4.974285714285714,1,1,1
61417212,Pública,251.3903025,270.8864786875,4.735625,1,1,1
61417215,Pública,372.5800583275862,340.2631125,5.5287037037037035,1,1,1
61417221,Pública,265.53538738888886,270.82337822222223,4.420555555555556,2,3,3
61417222,Pública,272.1959781666667,269.54948333333334,4.726,1,1,1
61421298,Pública,277.0958659134615,282.07704232692305,5.368631578947369,1,1,1
61421753,Pública,260.3404504605263,268.31523465789473,5.252769230769231,1,1,1
61421757,Pública,352.54590374683545,334.5213052151899,5.6697435897435895,1,1,1
61421759,NA,363.02108855384614,4995.630354338462,6.309230769230769,1,2,1
61421761,Pública,273.10771721428574,280.739610952381,5.002258064516129,1,1,1
61421763,Pública,258.9020324375,256.9849631875,4.802666666666667,1,1,1
61421764,Pública,252.98451007692307,281.0921603846154,5.291,1,1,1
61421765,Pública,248.97195522857143,250.03773315714287,4.846666666666667,1,1,1
61421769,Pública,2124.384739006579,272.62624680263156,5.182040816326531,3,1,4
61421770,Pública,295.9166646829268,288.4490407317073,4.724146341463414,1,1,1
61421771,Pública,268.0262735858586,280.6301062878788,5.380285714285714,1,1,1
61421772,Pública,257.26794851685395,2861.543171846442,5.4157874015748035,1,2,1
61421774,Pública,278.01162420000003,278.6516019333333,5.092,1,1,1
61421775,Pública,281.82216172222223,287.23128041666666,5.308787878787879,1,1,1
61421779,Pública,300.40102807296137,1344.61154888412,5.2429910714285715,1,1,1
61421782,Pública,261.15786064285714,277.38921673214287,5.20734693877551,1,1,1
61421783,Pública,246.24477176666667,268.92561888333336,5.158529411764706,1,1,1
61421784,Pública,281.3622162096774,281.44906801612905,4.940491803278689,1,1,1
61421785,Pública,253.96766473109244,2468.7662886218486,5.278558558558559,1,2,1
61421787,Pública,259.7396392727273,252.9313254090909,4.193809523809524,2,3,3
61421792,Pública,269.7996389642857,271.6121482857143,4.696481481481482,1,1,1
61421793,Pública,280.3451683095238,285.1715074047619,5.08047619047619,1,1,1
61421794,Pública,251.42379639534883,254.35973995348837,5.232931034482759,1,1,1
61421795,Pública,5512.522230137931,244.54067529310345,4.668269230769231,3,1,4
61421796,Pública,285.1831890724638,4514.710051086957,5.082575757575758,1,2,1
61421797,Pública,276.9607076388889,266.8886285,4.5121875,2,3,1
61421799,Pública,268.7268342096774,265.80392766129034,4.798319327731092,1,1,1
61421800,Pública,326.35108801149426,301.7684962183908,5.821566265060241,1,1,1
61421802,Pública,281.31722046376814,282.9005339565217,5.220634920634921,1,1,1
61421803,Pública,242.2205884,242.0245059,4.049,2,3,3
61421805,Pública,244.955604,237.7459535416667,4.28625,2,3,3
61421806,Pública,252.99374664102564,257.0314777948718,4.495128205128205,2,3,1
61421809,Pública,262.2298886666667,269.868614754386,4.728148148148148,1,1,1
61421813,Pública,318.67111958333334,298.3473671666667,5.243636363636364,1,1,1
61421815,Pública,258.61075875342465,249.9190311369863,4.375671641791045,2,3,3
61421818,Pública,249.9483178695652,245.63376882608696,4.396190476190476,2,3,3
61421820,Pública,8222.234667,267.56154593023257,4.4,3,3,4
61421823,Pública,279.6739034318182,282.50153975,5.114545454545454,1,1,1
61421827,Pública,261.76085256,241.90711964,4.227083333333334,2,3,3
61421834,Pública,289.3283514871795,291.24263502564105,5.564736842105263,1,1,1
61421835,Pública,283.5964176630435,288.89230815217394,5.204827586206896,1,1,1
61421836,Pública,263.39006093333336,253.9062492,4.796153846153846,1,1,1
61421837,Pública,271.9031956346154,273.4811882884615,4.858909090909091,1,1,1
61421847,Pública,290.17802731914895,300.3721381702128,4.8484444444444446,1,1,1
61421851,Pública,269.7225983636364,291.20706618181816,5.165,1,1,1
61421852,Pública,262.5924449310345,266.4330953965517,4.541607142857143,2,3,1
61421857,Pública,272.238360925,272.189153625,4.815128205128205,1,1,1
61421863,Pública,280.2542198333333,2576.8707930793653,5.156538461538461,1,2,1
61421864,Pública,295.1965186271186,295.4339365084746,5.226491228070175,1,1,1
61421870,Pública,19851.563861705883,273.667316,4.728823529411764,4,1,4
61421874,Pública,268.18488678021976,270.7338375934066,5.123012048192771,1,1,1
61421879,Pública,260.88409096296294,265.67407490740743,4.718958333333333,1,1,1
61421880,Pública,262.9079627826087,261.6695951304348,5.005217391304348,1,1,1
61421881,Pública,280.53567258333334,280.74512025,4.7525,1,1,1
61421882,Pública,272.0629166190476,272.0364974047619,5.141923076923077,1,1,1
61421889,Pública,269.76835267741933,280.7165920967742,4.937586206896552,1,1,1
61421892,Pública,242.41135712698411,235.9870074920635,4.251228070175439,2,3,3
61422350,Pública,264.39499133333334,277.86611266666665,5.085555555555556,1,1,1
61422357,NA,356.111868027027,319.6119357027027,6.79972972972973,1,1,1
61422365,Pública,261.993480525641,270.46625635897436,5.409605263157895,1,1,1
61422385,Pública,251.342048575,259.7086841,4.932638888888889,1,1,1
61422389,Pública,257.23275484615385,255.16448226923077,4.276818181818182,2,3,3
61424794,Pública,386.14302173758864,353.09898838297875,5.8234615384615385,1,1,1
61424801,Pública,2613.2088976917807,290.478968260274,5.5211538461538465,3,1,4
61424808,Pública,263.7657955652174,281.3815500434783,4.776111111111111,1,1,1
61424811,Pública,276.46699254,286.4822239,5.278181818181818,1,1,1
61424812,Pública,268.20230371428573,275.4384220549451,5.309125,1,1,1
61424813,Pública,265.56454291666665,257.2316832777778,4.282727272727273,2,3,3
61424817,Pública,2443.7431535,273.22832276,5.403979591836735,3,1,4
61424822,Pública,255.7821519,258.9831857375,5.149078947368421,1,1,1
61424823,Pública,2005.4521553742331,3882.544923386503,5.450952380952381,3,2,1
61424824,Pública,256.6588207142857,269.76282242857144,4.175714285714285,2,3,3
61424826,Pública,267.49091164,270.72977644,4.2208695652173915,2,3,3
61424828,Pública,256.1792002352941,242.980624,4.578666666666667,2,1,1
61424831,Pública,292.799994025974,299.82486724675323,5.278918918918919,1,1,1
61424832,Pública,260.01378535294117,257.70006676470587,4.304705882352941,2,3,3
61424835,Pública,260.2767763,262.524603,4.776206896551724,1,1,1
61424838,Pública,269.37270212244897,268.5039403265306,5.107916666666667,1,1,1
61424840,Pública,264.3316567594937,276.75327325316454,5.079220779220779,1,1,1
61424841,Pública,258.37507442857145,254.0693916428571,4.2335714285714285,2,3,3
61424842,Pública,258.6706690144928,270.5632584927536,4.9390322580645165,1,1,1
61424843,Pública,236.58587835294117,229.49271888235293,3.8505882352941176,2,3,3
61424845,Pública,289.2123907462687,293.7239054925373,5.155,1,1,1
61424846,Pública,244.48884708333333,269.99951350000003,5.138333333333334,1,1,1
61424851,Pública,269.36516244,276.096335,4.6528,1,1,1
61424855,Pública,265.0164293283582,280.9647419402985,4.804328358208955,1,1,1
61424857,Pública,239.9980895238095,257.4808853809524,4.940476190476191,1,1,1
61424864,Pública,294.90440225,302.46207925,4.293333333333333,2,3,3
61424866,Pública,283.1277445,296.54339925,4.900833333333333,1,1,1
61424868,Pública,286.3349347222222,274.9618171111111,5.031666666666666,1,1,1
61424869,Pública,273.47795597142857,258.2108760285714,4.559714285714286,2,3,1
61424875,Pública,257.72152457692306,249.4335806923077,4.3442,2,3,3
61424954,Pública,270.9916826029412,282.46824250735295,5.22748031496063,1,1,1
61424959,Pública,326.9737982405063,331.57026344303796,5.601948051948052,1,1,1
61424962,Pública,266.66037782978725,284.30246868085106,5.037272727272727,1,1,1
61424963,Pública,251.36632971794873,261.5404513076923,5.010285714285715,1,1,1
61424964,Pública,256.6853590168539,256.3613184269663,5.245914634146342,1,1,1
61424967,Pública,245.30239152542373,238.24253352542377,4.267450980392157,2,3,3
61424968,Pública,264.48750106060606,275.59702615151514,5.0203125,1,1,1
61424970,Pública,235.57056963333332,224.67279256666663,4.4255555555555555,2,3,3
61424972,Pública,277.796433,281.4794708125,5.203730569948187,1,1,1
61424975,Pública,278.75754532876715,286.81194380136986,5.273333333333333,1,1,1
61424979,Pública,259.7641605909091,247.557654,4.419047619047619,2,3,3
61424980,Pública,280.1018982307692,274.34030361538464,4.57,2,3,1
61424981,Pública,250.83725554545455,261.04008127272726,4.949636363636364,1,1,1
61424982,Pública,252.88356923076924,259.17646228205126,4.996447368421053,1,1,1
61424983,Pública,263.06921745,270.6468632,4.2964705882352945,2,3,3
61424984,Pública,273.5216544772727,274.86230906818184,4.225454545454546,2,3,3
61424985,Pública,254.06607723529413,260.1747164411765,3.7932352941176473,2,3,3
61424986,Pública,284.8725377948718,283.86991553846156,4.6753846153846155,1,1,1
61424990,Pública,249.58714357142856,252.6028533571429,4.813846153846153,1,1,1
61424993,Pública,256.19170951724135,258.4208875862069,4.948571428571428,1,1,1
61424995,Pública,291.8613445196078,286.5345610490196,5.019540229885058,1,1,1
61424996,Pública,258.81021970588233,260.1030902058824,4.28,2,3,3
61424999,Pública,282.2779778064516,286.65789406451614,5.007719298245614,1,1,1
61425003,Pública,11570.158332851852,292.5423192592593,5.079565217391305,4,1,4
61425004,Pública,225.8637991,219.0371143,4.279,2,3,3
61425006,Pública,255.09353379661016,3738.402155474576,4.398571428571429,2,2,1
61425007,Pública,259.6087462631579,267.86707489473685,4.539444444444444,2,3,1
61425008,Pública,252.6290608,259.70475393333334,4.524814814814815,2,3,1
61425010,Pública,292.10280511049723,285.0741752596685,5.533142857142857,1,1,1
61425012,Pública,245.1800454375,229.74166383333332,4.836511627906977,1,1,1
61425013,Pública,258.2698725454545,4466.370536848485,4.823508771929824,1,2,1
61425014,Pública,246.5692215,285.96420642857146,4.843636363636364,1,1,1
61425015,Pública,276.0671504057971,286.9655186956522,5.095942028985507,1,1,1
61425017,Pública,279.2473795964912,282.4200358508772,4.982477876106195,1,1,1
61425019,Pública,2177.567663970803,254.36136667153283,4.89609375,3,1,4
61425076,Pública,256.9107371230769,263.3223456,5.165925925925926,1,1,1
61425086,Pública,258.2326261851852,248.9591515925926,4.9948,1,1,1
61425087,Pública,267.09950544,276.40312896,5.188666666666666,1,1,1
61425088,Pública,276.48684145945947,3263.5176085855855,5.214423076923077,1,2,1
61425090,Pública,265.8178162631579,8826.036309710526,5.002571428571429,1,2,2
61425091,Pública,265.23976656329114,273.04201632911395,5.3946610169491525,1,1,1
61425092,Pública,343.1020765,328.5922570517241,5.753404255319149,1,1,1
61425094,Pública,253.3187694067797,261.1429479830508,4.65625,1,1,1
61425097,Pública,251.96325507692308,254.71949217307693,4.8016,1,1,1
61425098,Pública,270.2783054224138,283.3764236810345,5.264259259259259,1,1,1
61425099,Pública,242.48224277777777,244.791608,5.102222222222222,1,1,1
61425100,Pública,262.9390204576271,252.43568845762712,4.9811764705882355,1,1,1
61425105,Pública,270.3083165306122,284.8088828503401,5.1278014184397165,1,1,1
61425109,Pública,287.8808030869565,304.3359410434783,4.5649999999999995,2,3,1
61425110,Pública,258.5344963529412,278.9350321764706,5.191764705882353,1,1,1
61425112,Pública,269.39681120833336,272.472103625,4.627272727272727,2,1,1
61425117,Pública,263.63451696721313,2497.0707297459016,5.076923076923077,1,2,1
61425118,Pública,266.3707754313725,279.44833492156863,5.40095744680851,1,1,1
61425124,Pública,244.80538866666663,243.01589377777776,4.517777777777778,2,3,1
61425126,Pública,261.98102338582675,259.09122532283465,5.181293103448276,1,1,1
61425129,Pública,219.0223622,214.2765758,4.440666666666667,2,3,3
61425133,Pública,267.41836005172416,268.04813646551725,4.151052631578947,2,3,3
61425134,Pública,284.8170800952381,286.2147499047619,5.103157894736842,1,1,1
61425136,Pública,294.68574253448276,297.12799963793105,4.991818181818182,1,1,1
61425140,Pública,266.0289362631579,270.9620459824561,4.595789473684211,2,1,1
61425142,Pública,295.720986625,268.2083023392857,4.965094339622642,1,1,1
61425143,Pública,249.803924625,259.649691625,4.093333333333334,2,3,3
61425147,Pública,289.0242614605263,281.24658138157895,4.980434782608696,1,1,1
61425148,Pública,278.39011653374234,283.27979108588954,4.819685534591195,1,1,1
61425150,Pública,255.6518991904762,258.3158200952381,4.213809523809524,2,3,3
61425154,Pública,270.0520456964286,269.7678477142857,4.876909090909091,1,1,1
61425156,Pública,257.56194515,11370.35438745,5.097222222222222,1,2,2
61425157,Pública,241.15980233333335,241.4371905,4.234166666666667,2,3,3
61425158,Pública,258.824738875,263.117587975,4.283243243243243,2,3,3
61425159,Pública,260.95943170212763,269.40455638297874,4.292093023255814,2,3,3
61425166,Pública,274.91325123255814,280.8923767674419,4.840975609756097,1,1,1
61425168,Pública,262.7457296842105,280.6645699473684,4.971666666666667,1,1,1
61425169,Pública,262.1157643,243.618403825,4.6027272727272726,2,1,1
61425172,Pública,293.86757254339625,303.8752717509434,5.444390243902439,1,1,1
61425173,Pública,257.36471704545454,263.9668778409091,4.0034090909090905,2,3,3
61425323,Pública,245.30176624999999,249.69368375,4.15125,2,3,3
61425324,Pública,259.8834885,262.1737568611111,4.3,2,3,3
61425331,Pública,264.1685742258065,271.0596017096774,4.195,2,3,3
61425335,Pública,271.1183354444444,264.015274,4.614444444444445,2,1,1
61425336,Pública,269.13926411764703,284.34057624264705,4.8910687022900765,1,1,1
61425339,Pública,253.33454207692307,256.84771161538464,4.3625,2,3,3
61425341,Pública,260.34768049999997,260.4998131875,4.390666666666666,2,3,3
61425343,Pública,281.1832448,286.5791778,5.1685,1,1,1
61425346,Pública,1705.703843097345,279.8326025309735,5.412460732984293,3,1,4
61425349,Pública,249.5430535,246.6329445,5.231111111111111,1,1,1
61425353,Pública,257.507055,263.89066924675325,4.695866666666666,1,1,1
61425355,Pública,268.1791822403846,280.0245369519231,4.508020833333333,2,3,1
61425356,Pública,293.5991675357143,296.00427325,5.284144144144144,1,1,1
61425357,Pública,251.9574855,261.02986721428573,3.872307692307692,2,3,3
61425359,Pública,256.9705557777778,259.2869273888889,4.062222222222222,2,3,3
61425369,Pública,273.7884680585366,274.82073877560975,5.366943005181347,1,1,1
61425370,Pública,291.67925305128205,297.90344817948716,5.402777777777778,1,1,1
61425373,Pública,259.83866122222224,254.35365177777777,4.9222222222222225,1,1,1
61425375,Pública,278.95599026086956,279.49896676086956,5.144782608695652,1,1,1
61425379,Pública,307.7143848222222,302.2511462666667,5.386578947368421,1,1,1
61425382,Pública,260.1901149677419,261.18268222580645,4.870967741935484,1,1,1
61425384,Pública,272.778004,259.18790815384614,4.715454545454546,1,1,1
61425385,Pública,266.13598981132077,286.6252841698113,4.998125,1,1,1
61425387,Pública,275.9877392763158,280.2506488355263,5.502397260273972,1,1,1
61425392,Pública,244.47809725,237.09591302777775,4.221470588235294,2,3,3
61425393,Pública,3422.7274299565215,257.01666243478263,4.3148888888888886,3,3,4
61425394,Pública,3819.734657018868,283.8788581320755,4.967872340425532,3,1,4
61425395,Pública,283.4690688571429,279.42026,3.7891666666666666,2,3,3
61425406,Pública,247.2082142857143,246.2198466428571,4.967692307692308,1,1,1
61425411,Pública,268.9491624074074,267.6967408888889,3.601923076923077,2,3,3
61425430,Pública,249.54534970588236,245.47480741176471,4.609166666666667,2,1,1
