"PROFICIENCIA_LP_SAEB","TX_RESP_Q07e","TX_RESP_Q12a","TX_RESP_Q16"
-0.0981701325350506,0.312499133026957,-0.454239220660526,0.437884288034094
-0.0936100804144153,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0979433323375505,0.312499133026957,1.7756624080366,-0.476521136978279
-0.0922204911281628,0.312499133026957,-0.454239220660526,NA
NA,NA,NA,NA
-0.0935099171498902,0.312499133026957,-0.454239220660526,NA
NA,NA,NA,NA
-0.0951963894570423,0.312499133026957,-0.454239220660526,-0.476521136978279
NA,NA,NA,NA
-0.0931130839975249,0.312499133026957,-0.454239220660526,NA
-0.0985467496436619,NA,-0.454239220660526,2.26669513805884
-0.0959914158706517,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0993105148018835,NA,-0.454239220660526,-0.476521136978279
-0.0960834182669597,NA,-0.454239220660526,-0.476521136978279
-0.0941281556018186,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0924665633935478,0.312499133026957,1.7756624080366,-0.476521136978279
-0.0951321955052905,0.312499133026957,1.7756624080366,-0.476521136978279
-0.0991017330838595,NA,-0.454239220660526,-0.476521136978279
-0.0943926100945864,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0948147598064734,0.312499133026957,NA,NA
NA,NA,NA,NA
-0.0965569403849573,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0966616679088391,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.095986271352626,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0951691511073396,0.312499133026957,-0.454239220660526,NA
-0.0970783685874217,NA,-0.454239220660526,-0.476521136978279
-0.0940570645340738,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0939488047005143,0.312499133026957,-0.454239220660526,2.26669513805884
NA,NA,NA,NA
-0.0946905284428681,0.312499133026957,-0.454239220660526,NA
-0.097838053326888,0.312499133026957,1.7756624080366,NA
NA,NA,NA,NA
-0.0944421554397318,NA,-0.454239220660526,NA
-0.0941498095951523,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0963177246417164,0.312499133026957,-0.454239220660526,-0.476521136978279
NA,NA,NA,NA
-0.0942934754020375,0.312499133026957,-0.454239220660526,1.35228971304647
-0.0949620170942515,0.312499133026957,-0.454239220660526,-0.476521136978279
-0.0987214906252061,NA,-0.454239220660526,2.26669513805884
-0.0968580408672347,NA,-0.454239220660526,-0.476521136978279
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
