ID_ESCOLA,MEDIA_MT,MEDIA_LP,INSE_MEDIO,NIVEL_INSE_MODAL,TIPO_ESCOLA_MODAL,ID_AREA_MODAL,ID_LOCALIZACAO_MODAL,N_ALUNOS,N_ALUNOS_MT_VALIDOS,N_ALUNOS_LP_VALIDOS,FAIXA_MT,FAIXA_LP
61437636,269.63740025581393,280.04806841860466,5.3262857142857145,1,1,1,1,61,43,43,Q3_Médio-Alto,Q3_Médio-Alto
61437641,272.55867211320754,286.41665696226414,5.379433962264151,1,1,1,1,77,53,53,Q3_Médio-Alto,Q3_Médio-Alto
61437644,230.794157875,234.95961825,5.1125,1,1,1,1,23,8,8,Q1_Baixo,Q1_Baixo
61437645,277.84352879389314,289.70366504580153,5.318455284552845,1,1,2,1,165,131,131,Q3_Médio-Alto,Q4_Alto
61437646,243.1340552,241.43299479230768,5.352905982905983,1,1,2,1,205,130,130,Q1_Baixo,Q1_Baixo
61437650,2148.6666070238093,272.1261799603175,5.503103448275862,1,1,2,1,167,126,126,Q4_Alto,Q2_Médio-Baixo
61437652,273.6271202820513,260.45525194871794,4.786410256410257,3,1,2,1,48,39,39,Q3_Médio-Alto,Q2_Médio-Baixo
61437654,279.6575752247191,284.78566346067413,5.262643678160919,1,1,2,1,121,89,89,Q3_Médio-Alto,Q3_Médio-Alto
61437655,270.6237157291667,275.15788778125,5.3035227272727274,1,1,2,1,239,192,192,Q3_Médio-Alto,Q3_Médio-Alto
61437656,263.7022494351852,265.0173339351852,4.979809523809524,1,1,2,1,144,108,108,Q2_Médio-Baixo,Q2_Médio-Baixo
61437658,261.4609927083333,258.75361366666664,5.059016393442623,1,1,2,1,89,72,72,Q2_Médio-Baixo,Q1_Baixo
61437659,258.86849966666665,261.6161438686869,4.927894736842105,1,1,2,1,142,99,99,Q2_Médio-Baixo,Q2_Médio-Baixo
61437660,281.7734378396947,294.3257294885496,5.544201680672269,1,1,2,1,150,131,131,Q4_Alto,Q4_Alto
61437664,271.262167359375,270.743302265625,4.706666666666667,4,1,2,1,77,64,64,Q3_Médio-Alto,Q2_Médio-Baixo
61437666,279.53049489189186,269.26366005405407,5.045757575757576,1,1,2,1,43,37,37,Q3_Médio-Alto,Q2_Médio-Baixo
61437668,266.73933785964914,275.3539451520468,5.1979874213836474,1,1,2,1,268,171,171,Q2_Médio-Baixo,Q3_Médio-Alto
61437670,283.2578885208333,285.57420160416666,4.926458333333334,4,1,2,1,58,48,48,Q4_Alto,Q3_Médio-Alto
61437672,288.72495665714285,294.1912148190476,5.406326530612245,1,1,2,1,177,105,105,Q4_Alto,Q4_Alto
61437673,272.07304797560977,277.09009941463415,5.225135135135135,4,1,2,1,45,41,41,Q3_Médio-Alto,Q3_Médio-Alto
61437684,265.51565813461536,278.777593,5.2097999999999995,1,1,2,1,77,52,52,Q2_Médio-Baixo,Q3_Médio-Alto
61437690,265.9424157,285.1925468,4.55,1,1,2,1,38,30,30,Q2_Médio-Baixo,Q3_Médio-Alto
61437691,247.99507446666667,244.51244880000002,4.578666666666667,1,1,2,1,18,15,15,Q1_Baixo,Q1_Baixo
61437693,257.7488287857143,256.04820735714287,4.518571428571429,4,1,2,1,16,14,14,Q2_Médio-Baixo,Q1_Baixo
61437694,263.2129761851852,261.77708566666666,4.843703703703704,1,1,2,1,36,27,27,Q2_Médio-Baixo,Q2_Médio-Baixo
61437695,268.5064842631579,262.82718613157897,4.188157894736842,3,1,2,1,45,38,38,Q3_Médio-Alto,Q2_Médio-Baixo
61437696,283.414961125,281.9619973125,4.801875,1,1,2,1,22,16,16,Q4_Alto,Q3_Médio-Alto
61437698,263.6507546363636,275.3966964181818,4.156296296296296,3,1,2,2,60,55,55,Q2_Médio-Baixo,Q3_Médio-Alto
61437699,284.6407913028169,289.11851291549294,5.261953125,1,1,2,1,165,142,142,Q4_Alto,Q4_Alto
61437700,278.970689625,269.45174775,4.53625,1,1,2,1,13,8,8,Q3_Médio-Alto,Q2_Médio-Baixo
61437701,295.7051211071429,273.8592127142857,4.7172,3,1,2,1,35,28,28,Q4_Alto,Q3_Médio-Alto
61437702,252.6649595151515,253.0556169090909,4.839310344827586,1,1,2,1,47,33,33,Q1_Baixo,Q1_Baixo
61437704,266.77763047826085,266.9034873695652,5.015,4,1,2,1,53,46,46,Q2_Médio-Baixo,Q2_Médio-Baixo
61437716,263.84420625373133,257.4372660895522,4.974461538461538,1,1,2,1,89,67,67,Q2_Médio-Baixo,Q1_Baixo
61437722,260.92729792307694,266.2424925769231,4.878846153846154,1,1,2,1,47,26,26,Q2_Médio-Baixo,Q2_Médio-Baixo
61437725,262.7464422,278.7985047,4.931,1,1,2,1,14,10,10,Q2_Médio-Baixo,Q3_Médio-Alto
61437729,243.85906780952382,247.62565347619048,4.8585714285714285,1,1,2,1,28,21,21,Q1_Baixo,Q1_Baixo
61437730,256.715649516129,255.03956248387098,4.873333333333333,1,1,2,1,41,31,31,Q1_Baixo,Q1_Baixo
61437732,5118.713967985715,255.65002327142858,4.283857142857143,2,1,2,1,89,70,70,Q4_Alto,Q1_Baixo
61437740,264.6499454090909,267.75538677272726,4.978888888888889,1,1,2,1,31,22,22,Q2_Médio-Baixo,Q2_Médio-Baixo
61437742,289.8293778857143,288.27047914285714,5.112571428571428,1,1,2,1,44,35,35,Q4_Alto,Q4_Alto
61437752,276.5238362857143,266.2284612142857,4.603571428571429,3,1,2,2,18,14,14,Q3_Médio-Alto,Q2_Médio-Baixo
61437757,3857.4882872537314,290.5267837761194,4.877384615384615,1,1,2,1,95,67,67,Q4_Alto,Q4_Alto
61438209,264.87485255172413,266.6337064827586,4.921428571428572,4,1,2,1,34,29,29,Q2_Médio-Baixo,Q2_Médio-Baixo
61438210,297.9856158,295.5965979,5.094,1,1,2,1,14,10,10,Q4_Alto,Q4_Alto
61438211,279.97702414285715,294.24044171428574,4.617857142857143,5,1,2,1,17,14,14,Q3_Médio-Alto,Q4_Alto
61438213,301.9118258181818,303.56623286363634,4.612857142857143,4,1,2,1,25,22,22,Q4_Alto,Q4_Alto
61438217,240.93718054545454,195.24585745454544,5.427,1,0,2,1,26,11,11,Q1_Baixo,Q1_Baixo
61438223,284.3307429166667,272.2457295,4.2325,2,1,2,2,14,12,12,Q4_Alto,Q2_Médio-Baixo
61438226,248.43769141666667,248.87145327083334,5.027021276595745,4,1,2,1,58,48,48,Q1_Baixo,Q1_Baixo
61438230,280.07479745454543,270.4215198181818,4.274545454545454,2,1,2,2,26,22,22,Q3_Médio-Alto,Q2_Médio-Baixo
61438233,255.99016975294117,253.52488764705882,4.863170731707317,1,1,2,1,108,85,85,Q1_Baixo,Q1_Baixo
61438235,254.69770187804878,260.1761871463415,4.865454545454545,1,1,2,1,64,41,41,Q1_Baixo,Q2_Médio-Baixo
61438237,226.06610394117646,220.49351288235295,3.885294117647059,2,1,2,2,20,17,17,Q1_Baixo,Q1_Baixo
61438242,258.15769675,264.0597120625,5.39375,5,1,2,1,19,16,16,Q2_Médio-Baixo,Q2_Médio-Baixo
61438243,271.3201273225806,295.87931625806453,4.8125,4,1,2,1,36,31,31,Q3_Médio-Alto,Q4_Alto
61438244,279.7510986831683,282.5250518019802,5.271304347826087,1,1,2,1,122,101,101,Q3_Médio-Alto,Q3_Médio-Alto
61438246,245.92144,221.02402190909092,4.001428571428572,2,1,2,2,26,22,22,Q1_Baixo,Q1_Baixo
61438271,12559.134079333333,334.4320741851852,5.984615384615385,1,1,2,1,48,27,27,Q4_Alto,Q4_Alto
61438273,264.45327922727273,264.5570880909091,4.18093023255814,2,1,2,2,56,44,44,Q2_Médio-Baixo,Q2_Médio-Baixo
61438276,270.983253,273.5967811111111,5.14,1,1,2,1,24,18,18,Q3_Médio-Alto,Q3_Médio-Alto
61438279,370.9207019512195,346.69634524390244,5.494285714285715,1,1,2,1,68,41,41,Q4_Alto,Q4_Alto
61438298,250.53130577333334,256.34354785333335,5.556133333333333,6,1,2,1,92,75,75,Q1_Baixo,Q1_Baixo
61438304,270.9149714545455,298.75428587878787,5.3756,1,1,1,1,46,33,33,Q3_Médio-Alto,Q4_Alto
61438305,254.1698919,260.03752336,5.0486046511627904,1,1,2,1,65,50,50,Q1_Baixo,Q2_Médio-Baixo
61439252,272.33075475471696,278.17894100943397,5.048285714285714,1,1,2,1,143,106,106,Q3_Médio-Alto,Q3_Médio-Alto
61439256,276.68612075675674,272.7957044054054,5.113561643835617,5,1,2,1,88,74,74,Q3_Médio-Alto,Q2_Médio-Baixo
61439260,255.7224477,246.09376790000002,4.968,1,1,2,1,14,10,10,Q1_Baixo,Q1_Baixo
61439262,256.63616439285715,275.7450761785714,5.118571428571428,1,1,2,1,40,28,28,Q1_Baixo,Q3_Médio-Alto
61439264,258.63840376923076,2449.8927685,4.6848,1,1,2,1,133,104,104,Q2_Médio-Baixo,Q4_Alto
61439269,242.51628284375,241.33094003125,4.2446153846153845,1,1,2,1,39,32,32,Q1_Baixo,Q1_Baixo
61439270,260.5405260222222,269.5944550888889,4.204090909090909,2,1,2,1,55,45,45,Q2_Médio-Baixo,Q2_Médio-Baixo
61439273,277.82668,286.6357335263158,4.390526315789474,2,1,2,1,24,19,19,Q3_Médio-Alto,Q3_Médio-Alto
61439275,294.29226448780486,293.22414226829267,4.3469444444444445,1,1,2,1,48,41,41,Q4_Alto,Q4_Alto
61439277,262.89043740860217,260.6678650107527,4.985274725274725,1,1,2,1,119,93,93,Q2_Médio-Baixo,Q2_Médio-Baixo
61439278,289.3537325857143,289.36079798571427,5.14014705882353,5,1,2,1,80,70,70,Q4_Alto,Q4_Alto
61439279,264.295254,263.5023711132076,4.788163265306123,1,1,2,1,70,53,53,Q2_Médio-Baixo,Q2_Médio-Baixo
61439280,300.8641216060606,290.4690771818182,5.014590163934426,1,1,2,1,75,66,66,Q4_Alto,Q4_Alto
61439282,278.25089252525254,6396.250706535354,5.2367010309278355,6,1,2,1,117,99,99,Q3_Médio-Alto,Q4_Alto
61439286,281.0885294285714,281.01348930952383,4.951951219512195,1,1,2,1,66,42,42,Q3_Médio-Alto,Q3_Médio-Alto
61439287,268.61933974489796,274.5974016632653,5.105684210526316,4,1,2,1,107,98,98,Q3_Médio-Alto,Q3_Médio-Alto
61439289,266.6206408723404,268.51633531914894,5.190888888888889,5,1,2,1,52,47,47,Q2_Médio-Baixo,Q2_Médio-Baixo
61439293,259.3761503846154,228.61799553846154,5.259166666666667,1,1,2,2,19,13,13,Q2_Médio-Baixo,Q1_Baixo
61439294,280.42717327272726,278.4465618181818,5.012727272727273,6,1,2,1,15,11,11,Q3_Médio-Alto,Q3_Médio-Alto
61439296,274.9087124769231,2736.382768246154,5.1701694915254235,1,1,2,1,248,130,130,Q3_Médio-Alto,Q4_Alto
61439298,281.0780421034483,295.0272014137931,4.991071428571429,4,1,2,1,36,29,29,Q3_Médio-Alto,Q4_Alto
61439302,294.49427294871793,9282.908692974359,5.319393939393939,1,1,2,1,53,39,39,Q4_Alto,Q4_Alto
61439303,256.0995297222222,264.56817708333335,4.779444444444445,3,1,2,1,40,36,36,Q1_Baixo,Q2_Médio-Baixo
61439309,288.19658696666664,295.3450726,5.2572413793103445,4,1,2,1,39,30,30,Q4_Alto,Q4_Alto
61439314,277.45878323809524,293.2643158095238,5.241904761904761,5,1,2,1,23,21,21,Q3_Médio-Alto,Q4_Alto
61439327,256.3910468064516,8988.278367548388,3.884193548387097,1,1,2,2,45,31,31,Q1_Baixo,Q4_Alto
61439331,282.3964725185185,275.9115418888889,4.476122448979591,3,1,2,1,58,54,54,Q4_Alto,Q3_Médio-Alto
61439338,283.9001085357143,277.31493025,4.504444444444444,2,1,2,1,32,28,28,Q4_Alto,Q3_Médio-Alto
61439339,251.6396232,253.89593566666667,5.1306666666666665,1,1,2,1,21,15,15,Q1_Baixo,Q1_Baixo
61439344,279.622502780303,275.78680325757574,5.08688,1,1,2,1,186,132,132,Q3_Médio-Alto,Q3_Médio-Alto
61439351,264.94408121538464,263.46187844615383,4.258307692307692,3,1,2,1,80,65,65,Q2_Médio-Baixo,Q2_Médio-Baixo
61439356,288.786479375,285.630316625,5.0875,5,1,2,1,17,16,16,Q4_Alto,Q3_Médio-Alto
61439360,254.91971511842107,255.39036317982456,4.795707547169811,4,1,2,1,257,228,228,Q1_Baixo,Q1_Baixo
61439374,264.4034808888889,283.4966083333333,5.025,5,1,2,1,23,18,18,Q2_Médio-Baixo,Q3_Médio-Alto
61439375,261.689159125,264.94537,4.890625,1,1,2,1,64,48,48,Q2_Médio-Baixo,Q2_Médio-Baixo
61441505,254.18962673333334,265.15174247333334,5.156953125,1,1,1,1,180,150,150,Q1_Baixo,Q2_Médio-Baixo
61441514,253.65029051818183,260.5414207,5.143684210526316,1,1,1,1,142,110,110,Q1_Baixo,Q2_Médio-Baixo
61441519,267.37835656034486,274.1258500517241,5.328971962616823,1,1,2,1,189,116,116,Q2_Médio-Baixo,Q3_Médio-Alto
61441522,274.54300463492063,5057.381206698413,5.196271186440678,1,1,2,1,98,63,63,Q3_Médio-Alto,Q4_Alto
61441523,7954.007305965517,273.2369024137931,4.996896551724138,1,1,2,1,35,29,29,Q4_Alto,Q3_Médio-Alto
61441524,256.0150561355932,269.50378872881356,5.017368421052631,1,1,2,1,73,59,59,Q1_Baixo,Q2_Médio-Baixo
61441527,271.53645837777776,274.09691726666665,5.16125,1,1,2,1,65,45,45,Q3_Médio-Alto,Q3_Médio-Alto
61441529,262.27094335443036,271.2328033101266,5.217320261437909,1,1,2,1,205,158,158,Q2_Médio-Baixo,Q2_Médio-Baixo
61441531,1499.9117660434783,281.11165806280195,5.067230769230769,1,1,2,1,266,207,207,Q4_Alto,Q3_Médio-Alto
61441534,262.8090455294118,276.3454212235294,4.5837974683544305,1,1,2,1,103,85,85,Q2_Médio-Baixo,Q3_Médio-Alto
61441536,260.216564,253.810446,3.86125,1,1,2,2,14,8,8,Q2_Médio-Baixo,Q1_Baixo
61441538,268.5914696363636,268.5341089090909,4.542,1,1,2,2,14,11,11,Q3_Médio-Alto,Q2_Médio-Baixo
61441539,231.509914875,259.668041,4.6657142857142855,1,1,2,2,15,8,8,Q1_Baixo,Q2_Médio-Baixo
61441541,263.22484472,257.50699252,4.498333333333333,3,1,2,1,27,25,25,Q2_Médio-Baixo,Q1_Baixo
61441543,257.1072685,249.96371512,4.007446808510638,1,1,2,1,83,50,50,Q1_Baixo,Q1_Baixo
61441545,248.21426177777778,236.91842988888888,4.895714285714286,1,1,2,1,24,9,9,Q1_Baixo,Q1_Baixo
61441547,265.96430076271184,267.5743902372881,5.2968518518518515,4,1,2,1,67,59,59,Q2_Médio-Baixo,Q2_Médio-Baixo
61441548,293.62073796,290.2432726,4.865833333333334,3,1,2,1,27,25,25,Q4_Alto,Q4_Alto
61441552,264.3747825357143,253.03209767857143,4.792857142857143,1,1,2,1,52,28,28,Q2_Médio-Baixo,Q1_Baixo
61441553,288.83210704,286.83493716,3.5675,2,1,2,1,33,25,25,Q4_Alto,Q3_Médio-Alto
61441555,278.2896829090909,273.00028227272725,4.76,4,1,2,1,13,11,11,Q3_Médio-Alto,Q2_Médio-Baixo
61441558,255.47310336363637,250.62435857575758,5.044838709677419,1,1,2,1,52,33,33,Q1_Baixo,Q1_Baixo
61441559,274.3901408269231,290.4323852115385,5.078627450980392,5,1,2,1,56,52,52,Q3_Médio-Alto,Q4_Alto
61441562,249.54529496153847,252.36778746153846,4.294651162790697,1,1,2,1,69,52,52,Q1_Baixo,Q1_Baixo
61441563,244.82717127777778,244.49611777777778,4.230555555555555,3,1,2,1,20,18,18,Q1_Baixo,Q1_Baixo
61441564,246.99330911764707,229.1862636470588,4.788666666666667,1,1,2,1,21,17,17,Q1_Baixo,Q1_Baixo
61441566,268.08259641666666,270.62357061666665,4.325929203539823,3,1,2,1,142,120,120,Q2_Médio-Baixo,Q2_Médio-Baixo
61441568,235.30255371428572,225.99083085714287,4.104285714285714,1,1,2,1,12,7,7,Q1_Baixo,Q1_Baixo
61441572,345.59820478846154,319.12129603846154,5.788085106382979,7,1,2,1,56,52,52,Q4_Alto,Q4_Alto
61441573,296.11051894594596,292.4072381891892,5.274857142857143,5,1,2,1,45,37,37,Q4_Alto,Q4_Alto
61441577,263.41433962068965,245.11925427586206,3.792,1,1,2,1,40,29,29,Q2_Médio-Baixo,Q1_Baixo
61441579,269.7414596489362,3719.4818631914895,4.176483516483517,2,1,2,1,113,94,94,Q3_Médio-Alto,Q4_Alto
61441580,266.62219946153846,281.2065683076923,4.89,1,1,2,1,18,13,13,Q2_Médio-Baixo,Q3_Médio-Alto
61441581,293.6663904390244,289.9041867073171,4.50825,2,1,2,1,46,41,41,Q4_Alto,Q4_Alto
61441582,239.5562657878788,234.91043254545454,4.475862068965517,1,1,2,1,41,33,33,Q1_Baixo,Q1_Baixo
61441583,273.1885744965517,268.820873862069,5.143597122302158,1,1,2,1,173,145,145,Q3_Médio-Alto,Q2_Médio-Baixo
61441584,2118.8582767213115,264.61888906557374,4.739916666666667,4,1,2,1,151,122,122,Q4_Alto,Q2_Médio-Baixo
61441587,269.5892550390625,283.80194559375,5.05725,4,1,2,1,145,128,128,Q3_Médio-Alto,Q3_Médio-Alto
61441596,268.669161625,270.301042,5.29765625,5,1,2,1,77,64,64,Q3_Médio-Alto,Q2_Médio-Baixo
61441597,270.27575195833333,267.3897603958333,4.889090909090909,4,1,2,1,54,48,48,Q3_Médio-Alto,Q2_Médio-Baixo
61441601,262.45252930612247,255.02559763265305,4.666875,1,1,2,1,66,49,49,Q2_Médio-Baixo,Q1_Baixo
61441606,281.1387885410959,289.66529856164385,5.147552447552448,4,1,2,1,174,146,146,Q3_Médio-Alto,Q4_Alto
61441610,278.71771654545455,234.81436136363635,3.707,2,1,2,1,15,11,11,Q3_Médio-Alto,Q1_Baixo
61441611,1379.1745228018292,290.7341724664634,5.1235048231511255,1,1,2,1,379,328,328,Q4_Alto,Q4_Alto
61441613,295.96434056060605,301.87303008333333,5.393560606060606,6,1,2,1,155,132,132,Q4_Alto,Q4_Alto
61441615,258.08288135714287,257.47873014285716,3.8492592592592594,2,1,2,1,34,28,28,Q2_Médio-Baixo,Q1_Baixo
61441616,269.15887709375,271.978009078125,4.2548360655737705,2,1,2,1,152,128,128,Q3_Médio-Alto,Q2_Médio-Baixo
61441622,268.93733235135136,282.49989702702703,4.930909090909091,5,1,2,1,41,37,37,Q3_Médio-Alto,Q3_Médio-Alto
61441623,266.61815985365854,12904.289207487805,5.1675,1,1,2,1,52,41,41,Q2_Médio-Baixo,Q4_Alto
61441998,3065.543137147727,276.1557585113636,5.321234567901235,1,1,2,1,113,88,88,Q4_Alto,Q3_Médio-Alto
61442002,284.5539518181818,297.5101269834711,5.2175,1,1,2,1,168,121,121,Q4_Alto,Q4_Alto
61442008,263.8898962065217,265.97195800000003,4.412022471910112,1,1,2,1,124,92,92,Q2_Médio-Baixo,Q2_Médio-Baixo
61442009,281.1089780952381,299.0103256626984,5.126589861751152,1,1,2,1,313,252,252,Q3_Médio-Alto,Q4_Alto
61442010,2032.5155131005918,274.8084338579882,4.911744966442953,1,1,2,1,227,169,169,Q4_Alto,Q3_Médio-Alto
61442012,260.78720226666667,263.5006340666667,4.963076923076923,4,1,2,1,85,75,75,Q2_Médio-Baixo,Q2_Médio-Baixo
61442015,283.64628312871287,279.1675433366337,4.894020618556701,4,1,2,1,114,101,101,Q4_Alto,Q3_Médio-Alto
61442016,260.93259690909093,264.77564767272725,4.727173913043479,1,1,2,1,89,55,55,Q2_Médio-Baixo,Q2_Médio-Baixo
61442017,414.4957292662722,353.1914321715976,6.12079754601227,7,1,2,1,187,169,169,Q4_Alto,Q4_Alto
61442018,269.36814166666665,272.59539038888886,5.0103333333333335,1,1,2,1,41,36,36,Q3_Médio-Alto,Q2_Médio-Baixo
61442019,267.84255925,286.35971625,4.425,1,1,2,1,25,20,20,Q2_Médio-Baixo,Q3_Médio-Alto
61442022,232.34922592307692,230.8461755,5.324901960784314,1,1,2,1,69,52,52,Q1_Baixo,Q1_Baixo
61442023,282.1008335454546,294.6719027272727,4.906363636363636,2,1,2,1,13,11,11,Q4_Alto,Q4_Alto
61442024,339.17803285526315,334.14989448684213,5.793513513513513,1,1,2,2,113,76,76,Q4_Alto,Q4_Alto
61442025,358.3120318064516,337.39877451612904,5.485172413793103,1,1,2,1,72,31,31,Q4_Alto,Q4_Alto
61442026,355.8552911071429,345.82046133035715,5.428979591836734,1,1,2,1,185,112,112,Q4_Alto,Q4_Alto
61442027,248.24895227272728,255.76871796969698,4.251612903225807,1,1,2,1,55,33,33,Q1_Baixo,Q1_Baixo
61442032,277.7841247716049,286.17311093827163,5.25958904109589,1,1,2,1,190,162,162,Q3_Médio-Alto,Q3_Médio-Alto
61442040,268.3755816896552,258.9064007586207,5.202105263157895,4,1,2,1,68,58,58,Q3_Médio-Alto,Q1_Baixo
61442041,263.0331600416667,274.68195352083336,5.011162790697674,1,1,2,1,64,48,48,Q2_Médio-Baixo,Q3_Médio-Alto
61442042,266.3545144864865,269.66165743243243,5.008918918918919,1,1,2,1,46,37,37,Q2_Médio-Baixo,Q2_Médio-Baixo
61442043,309.00674456666667,316.1910797666667,5.252166666666667,1,1,2,1,100,60,60,Q4_Alto,Q4_Alto
61442044,266.053687140625,279.3513983125,5.147796610169491,1,1,2,1,80,64,64,Q2_Médio-Baixo,Q3_Médio-Alto
61442046,284.6376655517241,290.53847253448276,4.232156862745098,2,1,2,1,61,58,58,Q4_Alto,Q4_Alto
61442056,359.3163009,346.10801915,6.2036842105263155,7,0,2,1,25,20,20,Q4_Alto,Q4_Alto
61442057,232.61346491666666,234.91586733333332,4.555,4,1,2,1,16,12,12,Q1_Baixo,Q1_Baixo
61442060,278.8613235517241,299.7259926896552,4.526896551724138,1,1,2,1,39,29,29,Q3_Médio-Alto,Q4_Alto
61442062,253.3762035076923,265.84447395384615,4.704920634920635,1,1,2,1,82,65,65,Q1_Baixo,Q2_Médio-Baixo
61442063,250.27539654545456,243.571171,4.547499999999999,1,1,2,1,16,11,11,Q1_Baixo,Q1_Baixo
61442064,247.88789328571428,242.47124685714286,4.26,1,1,2,1,16,7,7,Q1_Baixo,Q1_Baixo
61442065,261.0946575882353,275.135875,3.964,1,1,2,2,20,17,17,Q2_Médio-Baixo,Q3_Médio-Alto
61442066,285.5808900625,283.515575,4.243125,2,1,2,1,17,16,16,Q4_Alto,Q3_Médio-Alto
61442069,281.5042605390625,286.6128408046875,4.969444444444444,5,1,2,1,159,128,128,Q3_Médio-Alto,Q3_Médio-Alto
61442073,290.80571244444445,304.42796344444446,5.248888888888889,5,1,2,1,12,9,9,Q4_Alto,Q4_Alto
61442075,377.06850834666665,343.51844429333335,6.244761904761905,7,1,1,1,85,75,75,Q4_Alto,Q4_Alto
61442083,257.1937852666667,267.43698066666667,4.557333333333333,3,1,2,1,18,15,15,Q1_Baixo,Q2_Médio-Baixo
61442084,276.38144676595743,283.34937641489364,5.257471264367816,1,1,2,1,120,94,94,Q3_Médio-Alto,Q3_Médio-Alto
61442085,277.3062457777778,269.36902524444446,5.035777777777778,1,1,2,1,63,45,45,Q3_Médio-Alto,Q2_Médio-Baixo
61442086,260.6577855909091,260.1868596931818,4.9880722891566265,1,1,2,1,111,88,88,Q2_Médio-Baixo,Q2_Médio-Baixo
61442091,288.67527224752473,280.5142515148515,5.037474747474747,1,1,2,1,126,101,101,Q4_Alto,Q3_Médio-Alto
61442093,296.5621634285714,288.1544508571429,4.871428571428571,1,1,2,1,32,21,21,Q4_Alto,Q4_Alto
61442099,277.0341198,289.7583432,4.729,1,1,2,1,15,10,10,Q3_Médio-Alto,Q4_Alto
61442101,289.5118964166667,287.5436184166667,5.0525,4,1,2,1,14,12,12,Q4_Alto,Q4_Alto
61442103,290.8301943255814,292.49360009302325,5.0571794871794875,1,1,2,1,55,43,43,Q4_Alto,Q4_Alto
61442105,268.92199843333333,280.02187863333336,4.706333333333333,4,1,2,1,32,30,30,Q3_Médio-Alto,Q3_Médio-Alto
61442106,258.9366645909091,266.32446436363637,4.149523809523809,2,1,2,2,24,22,22,Q2_Médio-Baixo,Q2_Médio-Baixo
61442109,256.8632537391304,251.6944890869565,4.44,1,1,2,1,26,23,23,Q1_Baixo,Q1_Baixo
61442115,280.9645943283582,288.50567026865673,5.204769230769231,1,1,1,1,170,134,134,Q3_Médio-Alto,Q4_Alto
61442122,285.35582655128206,296.5797205769231,5.105068493150685,1,1,2,1,103,78,78,Q4_Alto,Q4_Alto
61442124,261.58507976595746,260.96967229787236,4.668222222222222,1,1,2,1,67,47,47,Q2_Médio-Baixo,Q2_Médio-Baixo
61442147,249.99604711111112,244.71952755555554,4.462777777777778,4,1,2,1,21,18,18,Q1_Baixo,Q1_Baixo
61442153,6566.674257166666,336.90030486666666,6.053684210526316,1,1,2,1,107,60,60,Q4_Alto,Q4_Alto
61442157,318.9015964084507,294.4792806056338,5.91936507936508,7,1,2,1,81,71,71,Q4_Alto,Q4_Alto
61442159,239.01412655000001,240.11169745,3.6577777777777776,2,1,2,2,24,20,20,Q1_Baixo,Q1_Baixo
61442161,322.6209871875,297.2537695625,5.293333333333333,7,1,2,1,18,16,16,Q4_Alto,Q4_Alto
61442163,281.5568443846154,296.9032775769231,5.5058823529411764,1,1,2,1,28,26,26,Q3_Médio-Alto,Q4_Alto
61442164,251.0512888,256.2812075142857,4.991714285714286,3,1,2,1,41,35,35,Q1_Baixo,Q1_Baixo
61442166,257.4781659583333,258.67923679166665,4.902608695652174,1,1,2,1,34,24,24,Q2_Médio-Baixo,Q1_Baixo
61442167,7426.8778956666665,330.50348933333333,5.844230769230769,1,1,2,1,102,57,57,Q4_Alto,Q4_Alto
61442170,275.91261422580646,269.1511587096774,4.292962962962963,2,1,2,1,35,31,31,Q3_Médio-Alto,Q2_Médio-Baixo
61442180,NA,NA,NA,1,1,2,1,109,0,0,Q4_Alto,Q4_Alto
61442197,NA,NA,NA,1,0,2,1,187,0,0,Q4_Alto,Q4_Alto
61442289,278.703121,285.43254544525547,5.077931034482758,1,1,1,1,168,137,137,Q3_Médio-Alto,Q3_Médio-Alto
61442290,260.1715673142857,272.4341438571429,5.326,1,1,1,1,49,35,35,Q2_Médio-Baixo,Q2_Médio-Baixo
61442298,262.5519747313433,266.86454549253733,5.122950819672131,5,1,1,1,80,67,67,Q2_Médio-Baixo,Q2_Médio-Baixo
61442299,287.5528336491228,294.9799774105263,5.315925925925926,5,1,1,1,340,285,285,Q4_Alto,Q4_Alto
61442301,265.7583075,271.3103894375,5.308965517241379,1,1,2,1,66,32,32,Q2_Médio-Baixo,Q2_Médio-Baixo
61442302,241.0237382631579,239.6319206842105,5.126875,1,1,2,1,31,19,19,Q1_Baixo,Q1_Baixo
61442303,263.2401619166667,272.88303402083335,5.360752688172043,1,1,2,1,129,96,96,Q2_Médio-Baixo,Q2_Médio-Baixo
61442304,281.41672527483445,287.1110836821192,5.705326086956521,7,1,2,1,345,302,302,Q3_Médio-Alto,Q3_Médio-Alto
61442305,270.7416524756098,3408.6415425243904,5.152784810126582,1,1,1,1,118,82,82,Q3_Médio-Alto,Q4_Alto
61442309,2104.3158116234567,272.36256997530865,5.438766233766234,1,1,2,1,244,162,162,Q4_Alto,Q2_Médio-Baixo
61442310,253.7591626764706,252.95570029411766,5.097058823529411,4,1,2,1,36,34,34,Q1_Baixo,Q1_Baixo
61442311,278.15198392903227,288.03581178064513,5.319403973509933,5,1,2,1,187,155,155,Q3_Médio-Alto,Q4_Alto
61442312,282.1376343846154,269.19471923076924,3.9776,1,1,2,1,35,26,26,Q4_Alto,Q2_Médio-Baixo
61442313,246.71371686666666,252.10328396666668,4.4244,1,1,2,1,34,30,30,Q1_Baixo,Q1_Baixo
