"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
0.447780488550419,0.212040657210068,-1.56255584092657,-0.559967552300058,-1.69429735541348,0.165500936671456,0.730036784438238,0.0463997030428506,1.3084525947741,1.4816636267398
-0.867501511863386,-1.37826427186544,-1.56255584092657,-0.559967552300058,-0.320542742916063,-1.0343808541966,0.730036784438238,-1.34559138824267,-0.56076539776033,-0.164629291859978
-0.0787220998567987,1.80234558628558,-0.22322226298951,0.732265260700077,-0.320542742916063,-1.0343808541966,0.730036784438238,0.0463997030428506,1.3084525947741,-0.164629291859978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.697175562897264,0.212040657210068,1.11611131494755,0.732265260700077,-0.320542742916063,0.165500936671456,0.730036784438238,0.0463997030428506,-0.56076539776033,-0.164629291859978
-0.99341368103563,0.212040657210068,-0.22322226298951,-0.559967552300058,1.05321186958135,-1.0343808541966,-1.49849655753112,0.0463997030428506,-0.56076539776033,-0.164629291859978
0.838440481769121,0.212040657210068,-0.22322226298951,0.732265260700077,1.05321186958135,0.165500936671456,0.730036784438238,1.43839079432837,1.3084525947741,-1.81092221045976
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.262161826966183,0.212040657210068,1.11611131494755,-1.85220036530019,-1.69429735541348,0.165500936671456,0.730036784438238,1.43839079432837,1.3084525947741,1.4816636267398
0.982929722014575,-1.37826427186544,-1.56255584092657,-1.85220036530019,-0.320542742916063,1.36538272753951,0.730036784438238,1.43839079432837,-0.56076539776033,1.4816636267398
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
