"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
-0.125604271429235,-1.0470168750504,0.240603039456498,-0.430560169779631,1.32826035542116
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.124385944567777,-1.0470168750504,-0.842110638097742,0.574080226372841,0.0792991256967862
-0.125577081556836,-1.0470168750504,1.32331671701074,0.574080226372841,0.0792991256967862
NA,NA,NA,NA,NA
-0.124307129631564,-1.0470168750504,0.240603039456498,-1.4352005659321,-1.16966210402759
-0.123798905209867,-1.0470168750504,-1.92482431565198,-1.4352005659321,-2.41862333375197
-0.126872533028211,0.999959936845885,0.240603039456498,0.574080226372841,1.32826035542116
