"PROFICIENCIA_MT_SAEB","TX_RESP_Q08","TX_RESP_Q12e","TX_RESP_Q23g"
NA,NA,NA,NA
0.118036827874728,-1.71068695521076,0.65658616473657,-0.314417713408104
NA,NA,NA,NA
0.583169009371419,0.540551640122359,0.65658616473657,-0.314417713408104
0.0153456811370405,1.2909645052334,NA,NA
NA,NA,NA,NA
-0.336564004405649,0.540551640122359,-0.80484755677386,0.885334087754397
-0.61132988352021,1.2909645052334,0.65658616473657,-0.314417713408104
-0.480918857331346,-0.96027409009972,-0.80484755677386,-0.314417713408104
-0.374770936697709,0.540551640122359,0.65658616473657,-0.314417713408104
-0.203435605661819,0.540551640122359,-0.80484755677386,-0.314417713408104
NA,NA,NA,NA
0.268135060005835,0.540551640122359,-0.80484755677386,0.885334087754397
-1.15801272456511,-0.96027409009972,0.65658616473657,-0.314417713408104
-0.327708738801876,0.540551640122359,-0.80484755677386,-0.314417713408104
0.0451012491390736,0.540551640122359,NA,0.885334087754397
-0.166950373845888,NA,-0.80484755677386,-0.314417713408104
-0.820576885696377,0.540551640122359,NA,-0.314417713408104
NA,NA,NA,NA
-0.815782241218063,-0.96027409009972,NA,0.885334087754397
-0.194573617572888,-0.96027409009972,-0.80484755677386,-0.314417713408104
