ID_ESCOLA,AREA,TIPO_ESCOLA,LOCALIZACAO,CLUSTER,MEDIA_MT,MEDIA_LP,INSE_MEDIO,FAIXA_MT,FAIXA_LP,GRUPO_INSE
61421298,Capital,Pública,Urbana,1,277.1,282.08,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61405129,Capital,Pública,Urbana,1,275.74,286.32,5.31,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466118,Capital,Pública,Urbana,1,275.56,264.54,4.9,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61442619,Capital,Pública,Urbana,1,275.53,289.94,5.13,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61416090,Capital,Pública,Urbana,1,275.28,284.1,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399380,Capital,Pública,Urbana,1,274.57,280.66,5.23,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399426,Capital,Pública,Urbana,1,274.35,281.91,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61432908,Capital,Pública,Urbana,1,274.29,288.52,5.22,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61428091,Capital,Pública,Urbana,1,274.07,2274.82,5.39,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61448601,Capital,Pública,Urbana,1,273.38,282.64,5.15,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61421761,Capital,Pública,Urbana,1,273.11,280.74,5,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61437641,Capital,Pública,Urbana,1,272.56,286.42,5.38,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399373,Capital,Pública,Urbana,1,272.26,284.66,5.12,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466121,Capital,Pública,Urbana,1,271.4,268.82,5.54,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61424954,Capital,Pública,Urbana,1,270.99,282.47,5.23,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399423,Capital,Pública,Urbana,1,270.95,295.54,5.4,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61438304,Capital,Pública,Urbana,1,270.91,298.75,5.38,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61442305,Capital,Pública,Urbana,1,270.74,3408.64,5.15,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61428092,Capital,Pública,Urbana,1,269.76,270.4,5.47,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61405127,Capital,Pública,Urbana,1,269.75,280.18,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61437636,Capital,Pública,Urbana,1,269.64,280.05,5.33,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399383,Capital,Pública,Urbana,1,269.6,9253.96,4.84,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61455416,Capital,Pública,Urbana,1,269.34,274.81,5.13,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61455435,Capital,Pública,Urbana,1,269.23,291.74,5.58,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61432938,Capital,Pública,Urbana,1,269.06,1139.13,5.34,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61399428,Capital,Pública,Urbana,1,269.03,273.06,5.18,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466106,Capital,Pública,Urbana,1,269,275.38,5.05,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61450147,Capital,Pública,Urbana,1,268.96,282.8,5.41,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61421771,Capital,Pública,Urbana,1,268.03,280.63,5.38,Q2_Médio-Baixo,Q3_Médio-Alto,Alto_INSE
61405126,Capital,Pública,Urbana,1,267.43,270.82,5.14,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61417074,Capital,Pública,Urbana,1,267.29,284.27,5.39,Q2_Médio-Baixo,Q3_Médio-Alto,Alto_INSE
61431993,Capital,Pública,Urbana,1,267.07,280.21,5.28,Q2_Médio-Baixo,Q3_Médio-Alto,Alto_INSE
61454086,Capital,Pública,Urbana,1,266.93,279.87,5.08,Q2_Médio-Baixo,Q3_Médio-Alto,Medio_INSE
61449074,Capital,Pública,Urbana,1,266.68,285.26,4.94,Q2_Médio-Baixo,Q3_Médio-Alto,Medio_INSE
61425090,Capital,Pública,Urbana,1,265.82,8826.04,5,Q2_Médio-Baixo,Q4_Alto,Medio_INSE
61416583,Capital,Pública,Urbana,1,265.29,275.43,5.48,Q2_Médio-Baixo,Q3_Médio-Alto,Alto_INSE
61425091,Capital,Pública,Urbana,1,265.24,273.04,5.39,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61465781,Capital,Pública,Urbana,1,265.21,272.26,5.08,Q2_Médio-Baixo,Q2_Médio-Baixo,Medio_INSE
61466119,Capital,Pública,Urbana,1,264.73,268.87,5.54,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61417065,Capital,Pública,Urbana,1,264.67,278.04,5.06,Q2_Médio-Baixo,Q3_Médio-Alto,Medio_INSE
61416085,Capital,Pública,Urbana,1,263.66,274.68,4.75,Q2_Médio-Baixo,Q3_Médio-Alto,Medio_INSE
61442298,Capital,Pública,Urbana,1,262.55,266.86,5.12,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61431435,Capital,Pública,Urbana,1,261.59,269.06,5.24,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61415634,Capital,Pública,Urbana,1,260.87,284.35,5.21,Q2_Médio-Baixo,Q3_Médio-Alto,Alto_INSE
61454098,Capital,Pública,Urbana,1,260.59,272.25,5.17,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61421753,Capital,Pública,Urbana,1,260.34,268.32,5.25,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61417069,Capital,Pública,Urbana,1,260.3,271.25,4.91,Q2_Médio-Baixo,Q2_Médio-Baixo,Medio_INSE
61442290,Capital,Pública,Urbana,1,260.17,272.43,5.33,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61399103,Capital,Pública,Urbana,1,259.81,273.29,5.35,Q2_Médio-Baixo,Q3_Médio-Alto,Alto_INSE
61470065,Capital,Pública,Urbana,1,259.74,264.57,5.08,Q2_Médio-Baixo,Q2_Médio-Baixo,Medio_INSE
61451136,Capital,Pública,Urbana,1,259.73,271.96,5.12,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61449075,Capital,Pública,Urbana,1,259.65,261.74,4.9,Q2_Médio-Baixo,Q2_Médio-Baixo,Medio_INSE
61448606,Capital,Pública,Urbana,1,259.51,250.93,4.7,Q2_Médio-Baixo,Q1_Baixo,Baixo_INSE
61421763,Capital,Pública,Urbana,1,258.9,256.98,4.8,Q2_Médio-Baixo,Q1_Baixo,Medio_INSE
61425086,Capital,Pública,Urbana,1,258.23,248.96,4.99,Q2_Médio-Baixo,Q1_Baixo,Medio_INSE
61449079,Capital,Pública,Urbana,1,258.17,262.13,4.98,Q2_Médio-Baixo,Q2_Médio-Baixo,Medio_INSE
61455424,Capital,Pública,Urbana,1,258.12,285.96,5.1,Q2_Médio-Baixo,Q3_Médio-Alto,Alto_INSE
61405125,Capital,Pública,Urbana,1,257.7,261.97,5.12,Q2_Médio-Baixo,Q2_Médio-Baixo,Alto_INSE
61416585,Capital,Pública,Urbana,1,257.66,258.35,4.95,Q2_Médio-Baixo,Q1_Baixo,Medio_INSE
61458687,Capital,Pública,Urbana,1,257.46,266.58,5.05,Q2_Médio-Baixo,Q2_Médio-Baixo,Medio_INSE
61421772,Capital,Pública,Urbana,1,257.27,2861.54,5.42,Q1_Baixo,Q4_Alto,Alto_INSE
61457584,Capital,Pública,Urbana,1,257.17,995.66,5.22,Q1_Baixo,Q4_Alto,Alto_INSE
61425076,Capital,Pública,Urbana,1,256.91,263.32,5.17,Q1_Baixo,Q2_Médio-Baixo,Alto_INSE
61454084,Capital,Pública,Urbana,1,256.72,288.83,4.79,Q1_Baixo,Q4_Alto,Medio_INSE
61470058,Capital,Pública,Urbana,1,256.09,2564.05,5.09,Q1_Baixo,Q4_Alto,Alto_INSE
61466114,Capital,Pública,Urbana,1,255.83,278.65,5.01,Q1_Baixo,Q3_Médio-Alto,Medio_INSE
61465780,Capital,Pública,Urbana,1,255.82,268.65,4.96,Q1_Baixo,Q2_Médio-Baixo,Medio_INSE
61432913,Capital,Pública,Urbana,1,254.66,248.94,5.06,Q1_Baixo,Q1_Baixo,Medio_INSE
61459143,Capital,Pública,Urbana,1,254.46,254.62,5.17,Q1_Baixo,Q1_Baixo,Alto_INSE
61432944,Capital,Pública,Urbana,1,254.37,258.66,4.94,Q1_Baixo,Q1_Baixo,Medio_INSE
61441505,Capital,Pública,Urbana,1,254.19,265.15,5.16,Q1_Baixo,Q2_Médio-Baixo,Alto_INSE
61465783,Capital,Pública,Urbana,1,253.8,253.85,5,Q1_Baixo,Q1_Baixo,Medio_INSE
61441514,Capital,Pública,Urbana,1,253.65,260.54,5.14,Q1_Baixo,Q2_Médio-Baixo,Alto_INSE
61457592,Capital,Pública,Urbana,1,253.43,274.46,5.06,Q1_Baixo,Q3_Médio-Alto,Medio_INSE
61442418,Capital,Pública,Urbana,1,253.39,257.87,5.09,Q1_Baixo,Q1_Baixo,Alto_INSE
61421764,Capital,Pública,Urbana,1,252.98,281.09,5.29,Q1_Baixo,Q3_Médio-Alto,Alto_INSE
61399357,Capital,Pública,Urbana,1,252.47,252.47,4.94,Q1_Baixo,Q1_Baixo,Medio_INSE
61417073,Capital,Pública,Urbana,1,252.4,282.04,4.71,Q1_Baixo,Q3_Médio-Alto,Medio_INSE
61422385,Capital,Pública,Urbana,1,251.34,259.71,4.93,Q1_Baixo,Q2_Médio-Baixo,Medio_INSE
61470064,Capital,Pública,Urbana,1,251.11,238.7,4.87,Q1_Baixo,Q1_Baixo,Medio_INSE
61432902,Capital,Pública,Urbana,1,250.89,265.25,5.24,Q1_Baixo,Q2_Médio-Baixo,Alto_INSE
61459141,Capital,Pública,Urbana,1,250.82,261.02,4.8,Q1_Baixo,Q2_Médio-Baixo,Medio_INSE
61432619,Capital,Pública,Urbana,1,250.33,253.41,4.97,Q1_Baixo,Q1_Baixo,Medio_INSE
61399370,Capital,Pública,Urbana,1,250.04,250.72,4.97,Q1_Baixo,Q1_Baixo,Medio_INSE
61454081,Capital,Pública,Urbana,1,249.62,246.91,5.11,Q1_Baixo,Q1_Baixo,Alto_INSE
61421765,Capital,Pública,Urbana,1,248.97,250.04,4.85,Q1_Baixo,Q1_Baixo,Medio_INSE
61451113,Capital,Pública,Urbana,1,248.79,250.78,5.09,Q1_Baixo,Q1_Baixo,Alto_INSE
61432003,Capital,Pública,Urbana,1,248.09,261.35,4.92,Q1_Baixo,Q2_Médio-Baixo,Medio_INSE
61457589,Capital,Pública,Urbana,1,247.62,3456.09,4.86,Q1_Baixo,Q4_Alto,Medio_INSE
61470544,Capital,Pública,Urbana,1,247.48,254.68,4.99,Q1_Baixo,Q1_Baixo,Medio_INSE
61449078,Capital,Pública,Urbana,1,246.99,243.98,5.13,Q1_Baixo,Q1_Baixo,Alto_INSE
61405119,Capital,Pública,Urbana,1,242.04,252.95,5,Q1_Baixo,Q1_Baixo,Medio_INSE
61451135,Capital,Pública,Urbana,1,239.82,269.66,4.69,Q1_Baixo,Q2_Médio-Baixo,Baixo_INSE
61448608,Capital,Pública,Urbana,1,239.16,236.3,4.97,Q1_Baixo,Q1_Baixo,Medio_INSE
61432943,Capital,Pública,Urbana,1,239.12,232.39,5.05,Q1_Baixo,Q1_Baixo,Medio_INSE
61449076,Capital,Pública,Urbana,1,232.24,223.99,4.9,Q1_Baixo,Q1_Baixo,Medio_INSE
61437644,Capital,Pública,Urbana,1,230.79,234.96,5.11,Q1_Baixo,Q1_Baixo,Alto_INSE
61432493,Interior,Pública,Urbana,1,22195.53,283.44,4.4,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61421870,Interior,Pública,Urbana,1,19851.56,273.67,4.73,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61465816,Interior,Pública,Rural,1,18564.84,289.18,5.44,Q4_Alto,Q4_Alto,Alto_INSE
61428659,Interior,Pública,Urbana,1,16537.67,261.56,4.92,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61455987,Interior,Pública,Urbana,1,14408.93,265.08,4.36,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61428657,Interior,Pública,Urbana,1,13947.83,277.1,5.47,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61438271,Interior,Pública,Urbana,1,12559.13,334.43,5.98,Q4_Alto,Q4_Alto,Alto_INSE
61425003,Interior,Pública,Urbana,1,11570.16,292.54,5.08,Q4_Alto,Q4_Alto,Medio_INSE
61399683,Interior,Pública,Urbana,1,11554.72,261.08,5.08,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61457625,Interior,Pública,Urbana,1,10190.77,247.66,4.25,Q4_Alto,Q1_Baixo,Baixo_INSE
61428666,Interior,Pública,Urbana,1,8671.48,280.78,5.11,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61421820,Interior,Pública,Urbana,1,8222.23,267.56,4.4,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61432522,Interior,Pública,Urbana,1,7988.57,241.15,4.47,Q4_Alto,Q1_Baixo,Baixo_INSE
61441523,Interior,Pública,Urbana,1,7954.01,273.24,5,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61433993,Interior,Pública,Urbana,1,7935.38,283.2,4.51,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61457601,Interior,Pública,Urbana,1,7930.84,248.44,4.89,Q4_Alto,Q1_Baixo,Medio_INSE
61432514,Interior,Pública,Urbana,1,7789.28,238.31,4.83,Q4_Alto,Q1_Baixo,Medio_INSE
61416679,Interior,Pública,Urbana,1,7593.74,262.42,5.12,Q4_Alto,Q2_Médio-Baixo,Alto_INSE
61470161,Interior,Pública,Urbana,1,7535.34,271.79,4.69,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61442167,Interior,Pública,Urbana,1,7426.88,330.5,5.84,Q4_Alto,Q4_Alto,Alto_INSE
61449585,Interior,Pública,Urbana,1,7064.12,297.23,5.04,Q4_Alto,Q4_Alto,Medio_INSE
61417097,Interior,Pública,Urbana,1,6857.25,272.04,4.54,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61470066,Interior,Pública,Urbana,1,6712.97,267.53,5.22,Q4_Alto,Q2_Médio-Baixo,Alto_INSE
61400001,Interior,Pública,Urbana,1,6682.04,252.49,4.86,Q4_Alto,Q1_Baixo,Medio_INSE
61442153,Interior,Pública,Urbana,1,6566.67,336.9,6.05,Q4_Alto,Q4_Alto,Alto_INSE
61405616,Interior,Pública,Urbana,1,6524.11,269.61,4.26,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61470094,Interior,Pública,Urbana,1,6397.5,5414.02,5.07,Q4_Alto,Q4_Alto,Medio_INSE
61451144,Interior,Pública,Urbana,1,6351.39,7290.15,5.01,Q4_Alto,Q4_Alto,Medio_INSE
61449626,Interior,Pública,Urbana,1,6291.11,268.24,5.13,Q4_Alto,Q2_Médio-Baixo,Alto_INSE
61433395,Interior,Pública,Urbana,1,6161.1,283.48,5.2,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61449152,Interior,Pública,Urbana,1,6128.98,264.98,4.3,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61466474,Interior,Pública,Urbana,1,5990.29,276.76,4.8,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61449171,Interior,Pública,Urbana,1,5985.82,247.78,4.09,Q4_Alto,Q1_Baixo,Baixo_INSE
61449623,Interior,Pública,Urbana,1,5930.65,272.58,4.84,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61466554,Interior,Pública,Urbana,1,5791.66,283.52,4.68,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61425629,Interior,Pública,Urbana,1,5552.56,248.74,4.67,Q4_Alto,Q1_Baixo,Baixo_INSE
61421795,Interior,Pública,Urbana,1,5512.52,244.54,4.67,Q4_Alto,Q1_Baixo,Baixo_INSE
61448064,Interior,Pública,Urbana,1,5474.38,271.88,5.05,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61412196,Interior,Pública,Urbana,1,5441.12,297.23,5.3,Q4_Alto,Q4_Alto,Alto_INSE
61399489,Interior,Pública,Urbana,1,5427.83,278.15,4.18,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61432959,Interior,Pública,Urbana,1,5123.18,290.45,4.97,Q4_Alto,Q4_Alto,Medio_INSE
61437732,Interior,Pública,Urbana,1,5118.71,255.65,4.28,Q4_Alto,Q1_Baixo,Baixo_INSE
61433069,Interior,Pública,Urbana,1,5053.88,264.74,5.09,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61399943,Interior,Pública,Urbana,1,4961.84,288.42,4.97,Q4_Alto,Q4_Alto,Medio_INSE
61425503,Interior,Pública,Urbana,1,4942.86,308.08,5.14,Q4_Alto,Q4_Alto,Alto_INSE
61399952,Interior,Pública,Urbana,1,4941.61,275.05,5,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61449101,Interior,Pública,Urbana,1,4822.04,331.17,5.65,Q4_Alto,Q4_Alto,Alto_INSE
61459306,Interior,Pública,Urbana,1,4720.82,254.22,4.94,Q4_Alto,Q1_Baixo,Medio_INSE
61416124,Interior,Pública,Urbana,1,4574.91,301.3,4.91,Q4_Alto,Q4_Alto,Medio_INSE
61428128,Interior,Pública,Urbana,1,4541.22,280.62,4.92,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61405654,Interior,Pública,Urbana,1,4463.17,265.56,4.6,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61448086,Interior,Pública,Urbana,1,4388.7,275.58,5.07,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61412210,Interior,Pública,Urbana,1,4350.33,285.05,5.25,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61466504,Interior,Pública,Urbana,1,4285.24,256.69,5.23,Q4_Alto,Q1_Baixo,Alto_INSE
61449533,Interior,Pública,Urbana,1,4192.4,265.25,4.99,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61449193,Interior,Pública,Urbana,1,4115.36,274,4.42,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61449095,Interior,Pública,Urbana,1,4085,270.59,4.57,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61416619,Interior,Pública,Urbana,1,3894.32,278.43,4.52,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61437757,Interior,Pública,Urbana,1,3857.49,290.53,4.88,Q4_Alto,Q4_Alto,Medio_INSE
61425394,Interior,Pública,Urbana,1,3819.73,283.88,4.97,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61399396,Interior,Pública,Urbana,1,3818.4,274.88,5.04,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61456027,Interior,Pública,Urbana,1,3800.68,254.22,4.62,Q4_Alto,Q1_Baixo,Baixo_INSE
61416177,Interior,Pública,Rural,1,3706.96,302.9,5.68,Q4_Alto,Q4_Alto,Alto_INSE
61454627,Interior,Pública,Urbana,1,3684.27,276,4.62,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61458810,Interior,Pública,Urbana,1,3631.84,273.46,4.54,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61407981,Interior,Pública,Urbana,1,3554.88,288.27,5.29,Q4_Alto,Q4_Alto,Alto_INSE
61433407,Interior,Pública,Urbana,1,3549.76,278.34,5.05,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61466262,Interior,Pública,Rural,1,3512.11,311.35,5.06,Q4_Alto,Q4_Alto,Medio_INSE
61448150,Interior,Pública,Urbana,1,3433.19,284.01,5.07,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61425393,Interior,Pública,Urbana,1,3422.73,257.02,4.31,Q4_Alto,Q1_Baixo,Baixo_INSE
61405709,Interior,Pública,Urbana,1,3408.05,292.37,5.16,Q4_Alto,Q4_Alto,Alto_INSE
61459162,Interior,Pública,Urbana,1,3326.11,259,4.78,Q4_Alto,Q1_Baixo,Medio_INSE
61459210,Interior,Pública,Urbana,1,3321.68,257.05,4.71,Q4_Alto,Q1_Baixo,Medio_INSE
61466940,Interior,Pública,Urbana,1,3311.38,326.24,5.48,Q4_Alto,Q4_Alto,Alto_INSE
61399565,Interior,Pública,Urbana,1,3126,268.38,4.93,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61441998,Interior,Pública,Urbana,1,3065.54,276.16,5.32,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61431552,Interior,Pública,Urbana,1,3025.41,272.75,5,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61425646,Interior,Pública,Urbana,1,2893.84,292.97,5.32,Q4_Alto,Q4_Alto,Alto_INSE
61455436,Interior,Pública,Urbana,1,2880.15,278.99,5.21,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61425666,Interior,Pública,Urbana,1,2687.07,306,5.31,Q4_Alto,Q4_Alto,Alto_INSE
61433498,Interior,Pública,Urbana,1,2620.3,2766.63,5.3,Q4_Alto,Q4_Alto,Alto_INSE
61449645,Interior,Pública,Urbana,1,2612.37,279.04,5.21,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61416608,Interior,Pública,Urbana,1,2549.91,265.51,4.31,Q4_Alto,Q2_Médio-Baixo,Baixo_INSE
61457713,Interior,Pública,Urbana,1,2474.31,2614.43,5.15,Q4_Alto,Q4_Alto,Alto_INSE
61465842,Interior,Pública,Urbana,1,2460.84,276.85,5.07,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61424817,Interior,Pública,Urbana,1,2443.74,273.23,5.4,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61416663,Interior,Pública,Urbana,1,2354.18,297.13,4.97,Q4_Alto,Q4_Alto,Medio_INSE
61412167,Interior,Pública,Urbana,1,2347.27,273.13,4.33,Q4_Alto,Q3_Médio-Alto,Baixo_INSE
61425019,Interior,Pública,Urbana,1,2177.57,254.36,4.9,Q4_Alto,Q1_Baixo,Medio_INSE
61449163,Interior,Pública,Urbana,1,2171.84,274.79,5.28,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61432531,Interior,Pública,Urbana,1,2152.66,274.68,5.1,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61437650,Interior,Pública,Urbana,1,2148.67,272.13,5.5,Q4_Alto,Q2_Médio-Baixo,Alto_INSE
61421769,Interior,Pública,Urbana,1,2124.38,272.63,5.18,Q4_Alto,Q2_Médio-Baixo,Alto_INSE
61441584,Interior,Pública,Urbana,1,2118.86,264.62,4.74,Q4_Alto,Q2_Médio-Baixo,Medio_INSE
61399849,Interior,Pública,Urbana,1,2114.59,292.64,5.49,Q4_Alto,Q4_Alto,Alto_INSE
61442309,Interior,Pública,Urbana,1,2104.32,272.36,5.44,Q4_Alto,Q2_Médio-Baixo,Alto_INSE
61442010,Interior,Pública,Urbana,1,2032.52,274.81,4.91,Q4_Alto,Q3_Médio-Alto,Medio_INSE
61424823,Interior,Pública,Urbana,1,2005.45,3882.54,5.45,Q4_Alto,Q4_Alto,Alto_INSE
61450139,Interior,Pública,Urbana,1,1847.09,1932.4,5.4,Q4_Alto,Q4_Alto,Alto_INSE
61466227,Interior,Pública,Urbana,1,1844.79,287.19,5.26,Q4_Alto,Q4_Alto,Alto_INSE
61433990,Interior,Pública,Urbana,1,1716.23,254.13,5.18,Q4_Alto,Q1_Baixo,Alto_INSE
61425346,Interior,Pública,Urbana,1,1705.7,279.83,5.41,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61433001,Interior,Pública,Urbana,1,1520.95,285.52,5.26,Q4_Alto,Q3_Médio-Alto,Alto_INSE
61441531,Interior,Pública,Urbana,1,1499.91,281.11,5.07,Q4_Alto,Q3_Médio-Alto,Medio_INSE
