"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num"
-1.12456821366813,-0.279348882654489,0.904616574416158,-0.366085562331003,0.411572775199045
-0.73455416369108,-1.48269791562767,-1.12172455227604,-0.366085562331003,-1.69997450625693
-0.436707257781286,-0.279348882654489,0.904616574416158,0.770706447012638,0.411572775199045
-0.480139427069431,-0.279348882654489,0.904616574416158,-0.366085562331003,-0.644200865528941
0.425989882945629,-1.48269791562767,0.904616574416158,-0.366085562331003,-0.644200865528941
-1.29792815987043,0.924000150318695,-1.12172455227604,0.770706447012638,1.46734641592703
0.356525746846942,0.924000150318695,0.904616574416158,-0.366085562331003,0.411572775199045
NA,NA,NA,NA,NA
-1.24706197325354,NA,NA,-0.366085562331003,1.46734641592703
0.390195438400796,-0.279348882654489,0.904616574416158,-0.366085562331003,0.411572775199045
1.8421863657891,-0.279348882654489,0.904616574416158,-0.366085562331003,-0.644200865528941
